MINISTERIO DE DEFENSA NACIONAL,,,,,,,,,,,,,
POLICÍA NACIONAL,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,,,,,,,,,,,,,
SECUESTRO,,,,,,,,,,,,,
PERÍODO  DEL 01 DE ENERO AL 31 DE DICIEMBRE AÑOS 2010-2016,,,,,,,,,,,,,
DIVIPOLA,DEPARTAMENTO POLÍTICO,MUNICIPIO_HECHO,MES,GENERO,EDAD,CLASE_EMPLEADO,2010,2011,2012,2013,2014,2015,2016
15176,BOYACÁ,CHIQUINQUIRÁ,jul,MASCULINO,29,ESTUDIANTE,0,0,0,1,0,0,0
15189,BOYACÁ,CIÉNEGA,jun,FEMENINO,75,AMA DE CASA,0,0,0,0,1,0,0
15189,BOYACÁ,CIÉNEGA,jun,MASCULINO,55,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
15204,BOYACÁ,CÓMBITA,mar,MASCULINO,26,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
15204,BOYACÁ,CÓMBITA,mar,MASCULINO,32,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
15238,BOYACÁ,DUITAMA,ago,MASCULINO,26,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
15238,BOYACÁ,DUITAMA,oct,MASCULINO,20,COMERCIANTE,0,0,0,0,0,1,0
15325,BOYACÁ,GUAYATÁ,oct,MASCULINO,43,AGRICULTOR,0,0,1,0,0,0,0
15367,BOYACÁ,JENESANO,feb,FEMENINO,75,AMA DE CASA,0,0,0,0,1,0,0
15407,BOYACÁ,VILLA DE LEYVA,abr,FEMENINO,59,AMA DE CASA,0,0,0,1,0,0,0
15425,BOYACÁ,MACANAL,sep,MASCULINO,14,ESTUDIANTE,0,0,1,0,0,0,0
15469,BOYACÁ,MONIQUIRÁ,dic,MASCULINO,64,AGRICULTOR,0,0,0,0,0,0,1
15514,BOYACÁ,PÁEZ,ene,MASCULINO,48,GANADERO,0,0,0,1,0,0,0
15518,BOYACÁ,PAJARITO,jun,MASCULINO,47,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
15522,BOYACÁ,PANQUEBA,jul,FEMENINO,68,PENSIONADO,0,0,0,0,1,0,0
15599,BOYACÁ,RAMIRIQUÍ,oct,MASCULINO,56,AGRICULTOR,0,0,1,0,0,0,0
15646,BOYACÁ,SAMACÁ,jul,MASCULINO,25,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
15759,BOYACÁ,SOGAMOSO,ene,MASCULINO,21,ESTUDIANTE,1,0,0,0,0,0,0
15759,BOYACÁ,SOGAMOSO,feb,FEMENINO,0,NO REPORTA,0,0,1,0,0,0,0
15759,BOYACÁ,SOGAMOSO,jul,MASCULINO,52,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
15759,BOYACÁ,SOGAMOSO,ago,MASCULINO,19,ESTUDIANTE,0,0,0,0,1,0,0
15759,BOYACÁ,SOGAMOSO,sep,MASCULINO,27,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
15764,BOYACÁ,SORACÁ,may,FEMENINO,55,CANDIDATOS,0,0,1,0,0,0,0
15764,BOYACÁ,SORACÁ,may,MASCULINO,61,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
15790,BOYACÁ,TASCO,feb,FEMENINO,50,COMERCIANTE,0,0,1,0,0,0,0
17001,CALDAS,MANIZALES (CT),ene,MASCULINO,39,COMERCIANTE,0,1,0,0,0,0,0
17001,CALDAS,MANIZALES (CT),feb,FEMENINO,42,EDUCADOR,1,0,0,0,0,0,0
17001,CALDAS,MANIZALES (CT),feb,MASCULINO,22,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
17001,CALDAS,MANIZALES (CT),mar,FEMENINO,0,NO REPORTA,0,0,1,0,0,0,0
17001,CALDAS,MANIZALES (CT),mar,MASCULINO,47,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
17001,CALDAS,MANIZALES (CT),jun,MASCULINO,16,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
17001,CALDAS,MANIZALES (CT),oct,MASCULINO,25,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
17042,CALDAS,ANSERMA,jun,MASCULINO,34,COMERCIANTE,1,0,0,0,0,0,0
17174,CALDAS,CHINCHINÁ,ene,FEMENINO,28,COMERCIANTE,0,0,0,0,1,0,0
17174,CALDAS,CHINCHINÁ,may,FEMENINO,15,ESTUDIANTE,0,1,0,0,0,0,0
17174,CALDAS,CHINCHINÁ,jul,FEMENINO,4,ESTUDIANTE,1,0,0,0,0,0,0
17174,CALDAS,CHINCHINÁ,oct,MASCULINO,10,ESTUDIANTE,1,0,0,0,0,0,0
17524,CALDAS,PALESTINA,nov,MASCULINO,41,INDEPENDIENTE,0,1,0,0,0,0,0
17614,CALDAS,RIOSUCIO,jun,MASCULINO,67,COMERCIANTE,0,1,0,0,0,0,0
17616,CALDAS,RISARALDA,may,MASCULINO,47,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
17777,CALDAS,SUPÍA,nov,MASCULINO,7,ESTUDIANTE,0,0,1,0,0,0,0
17777,CALDAS,SUPÍA,nov,MASCULINO,9,ESTUDIANTE,0,0,1,0,0,0,0
17873,CALDAS,VILLAMARÍA,may,FEMENINO,26,AMA DE CASA,0,0,0,0,0,0,1
17873,CALDAS,VILLAMARÍA,ago,MASCULINO,0,ESTUDIANTE,0,0,0,1,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),feb,MASCULINO,19,ESTUDIANTE,0,0,0,0,1,0,0
18001,CAQUETÁ,FLORENCIA (CT),mar,FEMENINO,12,ESTUDIANTE,0,1,0,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),mar,MASCULINO,26,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),mar,MASCULINO,38,EMPLEADO PUBLICO,0,0,0,0,1,0,0
18001,CAQUETÁ,FLORENCIA (CT),may,FEMENINO,16,ESTUDIANTE,0,1,0,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),may,FEMENINO,34,AMA DE CASA,0,1,0,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),jun,MASCULINO,36,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
18001,CAQUETÁ,FLORENCIA (CT),jul,MASCULINO,36,EMPLEADO PUBLICO,0,0,0,0,0,1,0
18001,CAQUETÁ,FLORENCIA (CT),ago,MASCULINO,19,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
18001,CAQUETÁ,FLORENCIA (CT),ago,MASCULINO,23,NO REPORTA,1,0,0,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),sep,MASCULINO,62,AGRICULTOR,0,0,0,1,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),oct,FEMENINO,13,ESTUDIANTE,1,0,0,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),oct,MASCULINO,24,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
18001,CAQUETÁ,FLORENCIA (CT),dic,FEMENINO,51,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
18150,CAQUETÁ,CARTAGENA DEL CHAIRÁ,jun,MASCULINO,26,AGRICULTOR,0,0,0,0,0,1,0
18150,CAQUETÁ,CARTAGENA DEL CHAIRÁ,ago,MASCULINO,27,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
18150,CAQUETÁ,CARTAGENA DEL CHAIRÁ,ago,MASCULINO,29,NO REPORTA,1,0,0,0,0,0,0
18205,CAQUETÁ,CURILLO,may,MASCULINO,44,GANADERO,0,0,0,0,1,0,0
18247,CAQUETÁ,EL DONCELLO,ene,MASCULINO,60,GANADERO,0,0,1,0,0,0,0
18256,CAQUETÁ,EL PAUJIL,ene,MASCULINO,36,AGRICULTOR,0,0,0,0,0,1,0
18256,CAQUETÁ,EL PAUJIL,ago,MASCULINO,24,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
18256,CAQUETÁ,EL PAUJIL,ago,MASCULINO,27,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
18410,CAQUETÁ,LA MONTAÑITA,abr,MASCULINO,35,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
18460,CAQUETÁ,MILÁN,mar,MASCULINO,60,GANADERO,0,0,1,0,0,0,0
18460,CAQUETÁ,MILÁN,may,MASCULINO,21,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
18479,CAQUETÁ,MORELIA,oct,MASCULINO,15,ESTUDIANTE,1,0,0,0,0,0,0
18592,CAQUETÁ,PUERTO RICO,abr,MASCULINO,5,ESTUDIANTE,0,0,0,0,0,0,1
18592,CAQUETÁ,PUERTO RICO,abr,MASCULINO,59,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
18592,CAQUETÁ,PUERTO RICO,may,MASCULINO,25,GANADERO,0,1,0,0,0,0,0
18592,CAQUETÁ,PUERTO RICO,ago,MASCULINO,22,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
18610,CAQUETÁ,SAN JOSÉ DEL FRAGUA,mar,MASCULINO,78,GANADERO,1,0,0,0,0,0,0
18610,CAQUETÁ,SAN JOSÉ DEL FRAGUA,ago,MASCULINO,18,ESTUDIANTE,1,0,0,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,abr,MASCULINO,32,AGRICULTOR,0,0,0,1,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,abr,MASCULINO,43,COMERCIANTE,0,1,0,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,may,MASCULINO,49,GANADERO,0,0,1,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,may,MASCULINO,52,COMERCIANTE,0,0,0,0,0,1,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,jun,MASCULINO,23,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,jun,MASCULINO,26,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,jun,MASCULINO,35,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,jun,MASCULINO,45,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
18753,CAQUETÁ,SAN VICENTE DEL CAGUÁN,oct,FEMENINO,53,AMA DE CASA,0,0,1,0,0,0,0
18756,CAQUETÁ,SOLANO,may,MASCULINO,23,NO REPORTA,1,0,0,0,0,0,0
18785,CAQUETÁ,SOLITA,ene,MASCULINO,57,GANADERO,0,1,0,0,0,0,0
18785,CAQUETÁ,SOLITA,may,FEMENINO,7,ESTUDIANTE,0,1,0,0,0,0,0
18860,CAQUETÁ,VALPARAÍSO,mar,MASCULINO,16,ESTUDIANTE,0,0,1,0,0,0,0
18860,CAQUETÁ,VALPARAÍSO,mar,MASCULINO,32,AGRICULTOR,0,0,0,0,0,1,0
19001,CAUCA,POPAYÁN (CT),ene,FEMENINO,24,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
19001,CAUCA,POPAYÁN (CT),ene,FEMENINO,25,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
19001,CAUCA,POPAYÁN (CT),ene,MASCULINO,23,ESTUDIANTE,0,1,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),feb,MASCULINO,5,ESTUDIANTE,1,0,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),feb,MASCULINO,41,EMPLEADO PUBLICO,0,0,0,1,0,0,0
19001,CAUCA,POPAYÁN (CT),feb,MASCULINO,54,GANADERO,0,1,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),mar,FEMENINO,18,ESTUDIANTE,0,0,0,0,1,0,0
19001,CAUCA,POPAYÁN (CT),abr,MASCULINO,32,ESTUDIANTE,0,0,0,0,0,0,1
19001,CAUCA,POPAYÁN (CT),jul,FEMENINO,2,ESTUDIANTE,0,0,0,0,0,0,1
19001,CAUCA,POPAYÁN (CT),jul,FEMENINO,32,AMA DE CASA,0,0,0,0,0,0,1
19001,CAUCA,POPAYÁN (CT),jul,MASCULINO,34,COMERCIANTE,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),jul,MASCULINO,36,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),jul,MASCULINO,42,COMERCIANTE,0,0,0,0,1,0,0
19001,CAUCA,POPAYÁN (CT),jul,MASCULINO,57,COMERCIANTE,0,1,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),ago,FEMENINO,15,ESTUDIANTE,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),ago,MASCULINO,16,ESTUDIANTE,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),ago,MASCULINO,37,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19001,CAUCA,POPAYÁN (CT),sep,MASCULINO,19,ESTUDIANTE,0,1,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),sep,MASCULINO,58,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19001,CAUCA,POPAYÁN (CT),oct,MASCULINO,44,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),oct,MASCULINO,57,COMERCIANTE,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),dic,FEMENINO,31,EDUCADOR,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),dic,FEMENINO,63,AMA DE CASA,0,0,0,0,1,0,0
19001,CAUCA,POPAYÁN (CT),dic,MASCULINO,10,ESTUDIANTE,1,0,0,0,0,0,0
19001,CAUCA,POPAYÁN (CT),dic,MASCULINO,26,COMERCIANTE,0,0,1,0,0,0,0
19001,CAUCA,POPAYÁN (CT),dic,MASCULINO,30,ESTUDIANTE,0,1,0,0,0,0,0
19022,CAUCA,ALMAGUER,jul,MASCULINO,42,POLITICO,0,1,0,0,0,0,0
19022,CAUCA,ALMAGUER,nov,MASCULINO,9,ESTUDIANTE,0,0,0,0,1,0,0
19050,CAUCA,ARGELIA,jul,MASCULINO,30,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
19050,CAUCA,ARGELIA,jul,MASCULINO,38,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
19050,CAUCA,ARGELIA,oct,MASCULINO,37,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
19075,CAUCA,BALBOA,feb,MASCULINO,50,COMERCIANTE,0,0,0,0,1,0,0
19075,CAUCA,BALBOA,oct,MASCULINO,22,AGRICULTOR,1,0,0,0,0,0,0
19075,CAUCA,BALBOA,dic,MASCULINO,38,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19110,CAUCA,BUENOS AIRES,may,FEMENINO,21,AMA DE CASA,0,0,0,0,0,1,0
19110,CAUCA,BUENOS AIRES,may,MASCULINO,0,ESTUDIANTE,0,0,0,0,0,1,0
19110,CAUCA,BUENOS AIRES,jun,MASCULINO,28,COMERCIANTE,0,0,0,0,1,0,0
19110,CAUCA,BUENOS AIRES,jun,MASCULINO,32,COMERCIANTE,0,0,0,0,1,0,0
19110,CAUCA,BUENOS AIRES,dic,MASCULINO,51,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
19130,CAUCA,CAJIBÍO,oct,FEMENINO,33,AMA DE CASA,0,0,1,0,0,0,0
19130,CAUCA,CAJIBÍO,nov,MASCULINO,60,COMERCIANTE,1,0,0,0,0,0,0
19137,CAUCA,CALDONO,ene,MASCULINO,26,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19137,CAUCA,CALDONO,mar,MASCULINO,80,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19142,CAUCA,CALOTO,may,MASCULINO,48,EMPLEADO PUBLICO,0,0,1,0,0,0,0
19142,CAUCA,CALOTO,may,MASCULINO,55,EMPLEADO PUBLICO,0,0,1,0,0,0,0
19142,CAUCA,CALOTO,oct,MASCULINO,21,ESTUDIANTE,0,0,0,0,0,1,0
19212,CAUCA,CORINTO,ene,MASCULINO,22,INDEPENDIENTE,0,0,0,0,0,1,0
19256,CAUCA,EL TAMBO,feb,FEMENINO,29,AMA DE CASA,1,0,0,0,0,0,0
19256,CAUCA,EL TAMBO,feb,MASCULINO,45,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
19256,CAUCA,EL TAMBO,feb,MASCULINO,55,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
19256,CAUCA,EL TAMBO,mar,MASCULINO,31,AGRICULTOR,0,0,0,0,0,1,0
19256,CAUCA,EL TAMBO,mar,MASCULINO,70,COMERCIANTE,1,0,0,0,0,0,0
19256,CAUCA,EL TAMBO,jun,MASCULINO,38,COMERCIANTE,0,0,1,0,0,0,0
19256,CAUCA,EL TAMBO,jun,MASCULINO,46,AGRICULTOR,0,0,1,0,0,0,0
19256,CAUCA,EL TAMBO,sep,MASCULINO,24,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
19256,CAUCA,EL TAMBO,dic,MASCULINO,57,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19300,CAUCA,GUACHENÉ,may,FEMENINO,10,ESTUDIANTE,0,0,0,0,1,0,0
19318,CAUCA,GUAPI,jun,MASCULINO,42,COMERCIANTE,0,1,0,0,0,0,0
19355,CAUCA,INZÁ,jul,MASCULINO,50,EMPLEADO SALUD,0,0,0,1,0,0,0
19397,CAUCA,LA VEGA,abr,MASCULINO,56,COMERCIANTE,1,0,0,0,0,0,0
19397,CAUCA,LA VEGA,abr,MASCULINO,71,GANADERO,0,0,0,1,0,0,0
19450,CAUCA,MERCADERES,ene,MASCULINO,66,COMERCIANTE,0,0,0,1,0,0,0
19450,CAUCA,MERCADERES,abr,MASCULINO,41,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
19450,CAUCA,MERCADERES,ago,MASCULINO,24,EMPLEADO POLICIAL,0,0,0,1,0,0,0
19450,CAUCA,MERCADERES,ago,MASCULINO,65,GANADERO,0,0,0,0,0,1,0
19450,CAUCA,MERCADERES,oct,MASCULINO,24,ESTUDIANTE,0,1,0,0,0,0,0
19455,CAUCA,MIRANDA,ago,MASCULINO,16,ESTUDIANTE,0,0,0,1,0,0,0
19455,CAUCA,MIRANDA,nov,FEMENINO,48,AMA DE CASA,0,0,0,0,1,0,0
19455,CAUCA,MIRANDA,nov,MASCULINO,48,COMERCIANTE,0,0,0,0,1,0,0
19513,CAUCA,PADILLA,abr,FEMENINO,33,AMA DE CASA,0,0,0,1,0,0,0
19517,CAUCA,PAEZ,dic,MASCULINO,31,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19532,CAUCA,PATÍA,sep,MASCULINO,57,GANADERO,1,0,0,0,0,0,0
19533,CAUCA,PIAMONTE,ene,MASCULINO,-,INDEPENDIENTE,0,0,0,3,0,0,0
19533,CAUCA,PIAMONTE,ago,MASCULINO,40,GANADERO,1,0,0,0,0,0,0
19533,CAUCA,PIAMONTE,sep,FEMENINO,40,EDUCADOR,1,0,0,0,0,0,0
19533,CAUCA,PIAMONTE,dic,MASCULINO,43,AGRICULTOR,0,0,1,0,0,0,0
19548,CAUCA,PIENDAMÓ,ene,FEMENINO,29,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
19548,CAUCA,PIENDAMÓ,mar,MASCULINO,38,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19548,CAUCA,PIENDAMÓ,jun,MASCULINO,19,ESTUDIANTE,1,0,0,0,0,0,0
19548,CAUCA,PIENDAMÓ,sep,MASCULINO,25,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19548,CAUCA,PIENDAMÓ,sep,MASCULINO,36,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19548,CAUCA,PIENDAMÓ,sep,MASCULINO,44,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19548,CAUCA,PIENDAMÓ,nov,MASCULINO,14,ESTUDIANTE,0,0,0,0,1,0,0
19548,CAUCA,PIENDAMÓ,nov,MASCULINO,48,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19548,CAUCA,PIENDAMÓ,dic,MASCULINO,39,COMERCIANTE,1,0,0,0,0,0,0
19585,CAUCA,PURACÉ,abr,MASCULINO,33,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19585,CAUCA,PURACÉ,abr,MASCULINO,38,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19585,CAUCA,PURACÉ,jul,MASCULINO,42,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19585,CAUCA,PURACÉ,jul,MASCULINO,47,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19585,CAUCA,PURACÉ,ago,MASCULINO,54,PENSIONADO,0,0,0,0,0,0,1
19585,CAUCA,PURACÉ,nov,FEMENINO,55,EDUCADOR,0,0,0,0,0,0,1
19622,CAUCA,ROSAS,may,MASCULINO,-,COMERCIANTE,0,0,1,0,0,0,0
19693,CAUCA,SAN SEBASTIÁN,feb,MASCULINO,38,AGRICULTOR,0,1,0,0,0,0,0
19693,CAUCA,SAN SEBASTIÁN,may,MASCULINO,57,AGRICULTOR,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ene,FEMENINO,54,COMERCIANTE,0,0,0,1,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ene,MASCULINO,60,COMERCIANTE,0,1,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,abr,MASCULINO,48,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,may,FEMENINO,24,COMERCIANTE,0,0,0,1,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,may,FEMENINO,38,DESEMPLEADO,0,0,0,1,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,may,MASCULINO,25,COMERCIANTE,0,0,0,1,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,may,MASCULINO,38,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,jun,MASCULINO,60,COMERCIANTE,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,jul,FEMENINO,10,ESTUDIANTE,0,0,0,0,1,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,jul,MASCULINO,20,ESTUDIANTE,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ago,FEMENINO,50,COMERCIANTE,0,1,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ago,MASCULINO,16,ESTUDIANTE,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ago,MASCULINO,31,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ago,MASCULINO,33,COMERCIANTE,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ago,MASCULINO,34,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,ago,MASCULINO,42,COMERCIANTE,1,0,0,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,dic,FEMENINO,44,COMERCIANTE,0,0,1,0,0,0,0
19698,CAUCA,SANTANDER DE QUILICHAO,dic,MASCULINO,57,COMERCIANTE,0,0,0,0,0,0,1
19698,CAUCA,SANTANDER DE QUILICHAO,dic,MASCULINO,58,COMERCIANTE,0,0,1,0,0,0,0
19701,CAUCA,SANTA ROSA,mar,MASCULINO,30,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19743,CAUCA,SILVIA,jul,MASCULINO,26,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
19743,CAUCA,SILVIA,jul,MASCULINO,35,AGRICULTOR,0,1,0,0,0,0,0
19760,CAUCA,SOTARA,feb,FEMENINO,42,EMPLEADO CTI,0,0,0,0,0,0,1
19760,CAUCA,SOTARA,feb,MASCULINO,37,EMPLEADO CTI,0,0,0,0,0,0,1
19760,CAUCA,SOTARA,feb,MASCULINO,51,EMPLEADO CTI,0,0,0,0,0,0,1
19780,CAUCA,SUÁREZ,abr,MASCULINO,52,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
19780,CAUCA,SUÁREZ,jul,FEMENINO,21,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19780,CAUCA,SUÁREZ,jul,MASCULINO,43,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
19807,CAUCA,TIMBÍO,feb,MASCULINO,19,ESTUDIANTE,0,0,0,0,0,1,0
19807,CAUCA,TIMBÍO,sep,MASCULINO,42,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19809,CAUCA,TIMBIQUÍ,may,MASCULINO,61,COMERCIANTE,0,1,0,0,0,0,0
19824,CAUCA,TOTORÓ,mar,MASCULINO,71,GANADERO,0,1,0,0,0,0,0
19824,CAUCA,TOTORÓ,jun,MASCULINO,30,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
19824,CAUCA,TOTORÓ,nov,MASCULINO,64,INDEPENDIENTE,0,0,1,0,0,0,0
19824,CAUCA,TOTORÓ,dic,MASCULINO,26,COMERCIANTE,0,0,0,1,0,0,0
19845,CAUCA,VILLA RICA,sep,MASCULINO,27,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
19845,CAUCA,VILLA RICA,sep,MASCULINO,29,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
20001,CESAR,VALLEDUPAR (CT),jun,FEMENINO,7,ESTUDIANTE,0,0,0,0,0,1,0
20001,CESAR,VALLEDUPAR (CT),jul,MASCULINO,21,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
20001,CESAR,VALLEDUPAR (CT),dic,MASCULINO,40,COMERCIANTE,0,0,0,0,0,1,0
20001,CESAR,VALLEDUPAR (CT),dic,MASCULINO,48,AGRICULTOR,1,0,0,0,0,0,0
20011,CESAR,AGUACHICA,ene,MASCULINO,60,GANADERO,1,0,0,0,0,0,0
20011,CESAR,AGUACHICA,mar,MASCULINO,24,AGRICULTOR,1,0,0,0,0,0,0
20011,CESAR,AGUACHICA,mar,MASCULINO,74,AGRICULTOR,0,0,1,0,0,0,0
20011,CESAR,AGUACHICA,abr,MASCULINO,31,GANADERO,0,1,0,0,0,0,0
20011,CESAR,AGUACHICA,jul,MASCULINO,62,AGRICULTOR,1,0,0,0,0,0,0
20011,CESAR,AGUACHICA,ago,MASCULINO,45,COMERCIANTE,0,0,0,0,1,0,0
20011,CESAR,AGUACHICA,sep,MASCULINO,68,GANADERO,1,0,0,0,0,0,0
20011,CESAR,AGUACHICA,nov,FEMENINO,25,AMA DE CASA,0,0,1,0,0,0,0
20011,CESAR,AGUACHICA,nov,MASCULINO,2,NO REPORTA,0,0,1,0,0,0,0
20013,CESAR,AGUSTÍN CODAZZI,feb,MASCULINO,13,ESTUDIANTE,0,0,0,0,0,0,1
20013,CESAR,AGUSTÍN CODAZZI,jul,MASCULINO,74,GANADERO,0,0,0,0,0,0,1
20032,CESAR,ASTREA,abr,MASCULINO,33,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
20032,CESAR,ASTREA,oct,MASCULINO,30,GANADERO,0,0,0,0,0,1,0
20045,CESAR,BECERRIL,abr,MASCULINO,42,GANADERO,0,0,0,0,0,1,0
20060,CESAR,BOSCONIA,feb,MASCULINO,44,GANADERO,0,0,1,0,0,0,0
20228,CESAR,CURUMANÍ,ene,MASCULINO,43,GANADERO,0,0,0,0,1,0,0
20228,CESAR,CURUMANÍ,ene,MASCULINO,56,GANADERO,1,0,0,0,0,0,0
